IDKABKOT,mean,sd,ci_lower,ci_upper,rse_pct,mse,rmse
3273,0.03908242916183444,0.0031527538518802286,0.03292908957359237,0.04525062031618057,8.066934219531625,9.939856850545617e-06,0.0031527538518802286
3274,0.051342311440963816,0.0049339038994964555,0.042449364183711154,0.0615726370147735,9.60982036262572,2.4343407689466334e-05,0.0049339038994964555
3275,0.047066928737133126,0.003376290597820008,0.040317757329041234,0.05356716926857004,7.17338200815365,1.1399338200927787e-05,0.003376290597820008
3276,0.04772400313654481,0.0034773582542448624,0.040999750217990134,0.05464740234498487,7.286392644589498,1.2092020428364879e-05,0.0034773582542448624
3277,0.055305823360441105,0.0044460586632948,0.046576030276687955,0.06377614358926781,8.039042533222563,1.9767437637458745e-05,0.0044460586632948
3278,0.03190962075673774,0.003445485805271768,0.025464411164627995,0.03882741756617385,10.797639469106667,1.1871372434329244e-05,0.003445485805271768
3279,0.017382213807807623,0.0029136259380239714,0.011916908241367163,0.023221644344504924,16.76211080038176,8.489216106726067e-06,0.0029136259380239714
3301,0.038828673605026356,0.003270810017131299,0.03245639888866877,0.04506064881685188,8.423697524161355,1.0698198168166447e-05,0.003270810017131299
3302,0.05257053311761624,0.003728096740114615,0.045092172360382286,0.05990003306577005,7.091609156357101,1.389870530365322e-05,0.003728096740114615
3303,0.07860087934818413,0.004808145453877903,0.06949748937737552,0.08847959920024541,6.117164965265726,2.3118262705646748e-05,0.004808145453877903
3304,0.049933581348863915,0.003933108975421576,0.04218328282856117,0.057561199014721155,7.876681121553605,1.5469346212541763e-05,0.003933108975421576
3305,0.05735632916257555,0.004114837059088362,0.04885263825395707,0.06508448077904365,7.174163896411373,1.6931884022846965e-05,0.004114837059088362
3306,0.03837498463463462,0.0037120568071668998,0.03127506023603543,0.045685676075952676,9.673116074205938,1.377936573963412e-05,0.0037120568071668998
3307,0.05685911588196459,0.00428085050215869,0.04861758637467127,0.06543224639862157,7.5288727862836025,1.8325681021832302e-05,0.00428085050215869
3308,0.05490313579660396,0.004149438013813006,0.04713929691883308,0.0632476625525468,7.557743202838461,1.721783583047643e-05,0.004149438013813006
3309,0.08311148040310443,0.005046006015326151,0.0735565515479806,0.09325252254030339,6.071370634781365,2.5462176706707705e-05,0.005046006015326151
3310,0.08430581269687597,0.00497347862182485,0.07464764606484675,0.09379186139753296,5.899330618764259,2.473548960174881e-05,0.00497347862182485
3311,0.0661457626252892,0.004615214842035587,0.05705075906692777,0.07502585800348384,6.9773401331547635,2.1300208038145568e-05,0.004615214842035587
3312,0.07276545755153098,0.00477658934723354,0.06383887427672423,0.08257412375878988,6.564363790127834,2.2815805792104937e-05,0.00477658934723354
